age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week
24,Private,Assoc_voc,11,Never_married,Protective_serv,Not_in_family,White,Male,60
40,Private,Assoc_acdm,12,Married_civ_spouse,Prof_specialty,Husband,White,Male,36
61,Private,Prof_school,15,Married_civ_spouse,Transport_moving,Husband,White,Male,5
25,Private,Bachelors,13,Never_married,Prof_specialty,Own_child,Asian_Pac_Islander,Male,40
28,Local_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,40
69,State_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,11
22,Private,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Female,36
47,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,38
38,Private,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,48
26,Private,Assoc_voc,11,Never_married,Adm_clerical,Own_child,White,Female,40
17,Private,11th,7,Never_married,Adm_clerical,Own_child,Asian_Pac_Islander,Female,24
33,Self_emp_not_inc,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,35
43,Self_emp_not_inc,HS_grad,9,Married_spouse_absent,Craft_repair,Not_in_family,White,Male,40
58,Private,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,40
26,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,25
43,Local_gov,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,Black,Male,40
31,Private,10th,6,Married_civ_spouse,Farming_fishing,Husband,White,Male,40
30,Private,HS_grad,9,Never_married,Adm_clerical,Unmarried,White,Male,42
25,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Female,25
57,Federal_gov,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,40
37,Private,Masters,14,Divorced,Exec_managerial,Unmarried,White,Male,60
32,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,48
26,Private,HS_grad,9,Divorced,Exec_managerial,Not_in_family,White,Female,41
45,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
53,State_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,35
27,Private,HS_grad,9,Never_married,Handlers_cleaners,Other_relative,Amer_Indian_Eskimo,Male,40
28,Self_emp_inc,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,50
32,Private,11th,7,Divorced,Sales,Not_in_family,White,Male,43
35,Private,Bachelors,13,Divorced,Sales,Not_in_family,White,Female,65
36,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,55
19,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Male,40
37,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,80
49,Private,Some_college,10,Divorced,Machine_op_inspct,Not_in_family,White,Male,45
20,Private,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,45
64,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,55
32,Private,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,42
58,State_gov,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40
42,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,50
20,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,Black,Female,14
42,State_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,Black,Male,40
25,Private,Some_college,10,Married_spouse_absent,Prof_specialty,Unmarried,Black,Male,40
30,Self_emp_not_inc,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Husband,White,Male,65
37,Self_emp_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,35
66,Self_emp_not_inc,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Husband,White,Male,50
59,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40
44,Private,Bachelors,13,Divorced,Other_service,Not_in_family,Asian_Pac_Islander,Male,40
46,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,58
59,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Wife,White,Female,30
25,Private,Bachelors,13,Never_married,Exec_managerial,Own_child,White,Male,40
17,Local_gov,9th,5,Never_married,Other_service,Own_child,Black,Male,9
47,Local_gov,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,40
47,State_gov,9th,5,Divorced,Other_service,Not_in_family,White,Female,40
30,Private,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,40
20,Private,Some_college,10,Never_married,Farming_fishing,Own_child,White,Female,40
26,Local_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,55
20,Private,Some_college,10,Never_married,Handlers_cleaners,Not_in_family,Black,Male,15
33,Private,HS_grad,9,Divorced,Other_service,Unmarried,White,Male,40
48,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
37,Private,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Female,12
47,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,Black,Male,40
40,Private,10th,6,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
48,Private,Masters,14,Divorced,Exec_managerial,Unmarried,White,Female,40
49,Private,10th,6,Married_civ_spouse,Transport_moving,Husband,Black,Male,42
50,Private,Some_college,10,Divorced,Other_service,Not_in_family,White,Female,40
30,Private,Assoc_acdm,12,Never_married,Prof_specialty,Not_in_family,White,Female,40
34,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,40
43,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
22,Private,10th,6,Married_civ_spouse,Machine_op_inspct,Wife,White,Female,40
35,Private,HS_grad,9,Separated,Other_service,Not_in_family,Black,Male,40
26,State_gov,HS_grad,9,Divorced,Adm_clerical,Own_child,White,Female,30
62,Private,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,70
39,Local_gov,HS_grad,9,Separated,Protective_serv,Not_in_family,White,Male,40
59,Local_gov,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40
27,Private,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,40
17,Private,10th,6,Never_married,Sales,Own_child,White,Male,30
38,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
41,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,50
27,Private,10th,6,Never_married,Machine_op_inspct,Unmarried,White,Female,40
23,Private,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,40
17,Private,10th,6,Never_married,Handlers_cleaners,Own_child,White,Male,24
56,Private,7th_8th,4,Divorced,Machine_op_inspct,Not_in_family,White,Female,40
24,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,40
44,Private,12th,8,Divorced,Transport_moving,Unmarried,Black,Male,40
23,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Male,30
25,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,White,Male,65
21,Private,Some_college,10,Never_married,Other_service,Other_relative,Black,Female,8
18,Private,12th,8,Never_married,Handlers_cleaners,Own_child,White,Male,6
45,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40
51,Private,7th_8th,4,Married_civ_spouse,Protective_serv,Husband,White,Male,40
42,Federal_gov,HS_grad,9,Separated,Other_service,Other_relative,Black,Female,40
47,Private,Some_college,10,Never_married,Other_service,Not_in_family,Black,Female,35
29,Private,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,40
33,Private,11th,7,Never_married,Other_service,Not_in_family,Black,Male,40
43,Local_gov,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,40
44,Private,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,40
24,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,30
19,Private,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,40
52,Private,Assoc_voc,11,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
38,Self_emp_not_inc,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,52
24,State_gov,Some_college,10,Never_married,Tech_support,Not_in_family,White,Male,50
32,Local_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,50
26,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,50
29,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,50
39,Private,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Male,40
48,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,50
40,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,45
51,Private,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Male,45
28,Self_emp_not_inc,HS_grad,9,Divorced,Craft_repair,Own_child,White,Male,40
22,Private,HS_grad,9,Never_married,Exec_managerial,Own_child,White,Female,20
23,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,40
65,Private,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,16
26,Local_gov,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,40
38,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Other_service,Husband,White,Male,10
33,Private,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Male,60
33,Local_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,60
37,Private,Bachelors,13,Never_married,Sales,Not_in_family,Black,Female,40
19,Private,11th,7,Never_married,Machine_op_inspct,Own_child,White,Male,60
24,Private,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,50
30,Private,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,45
57,State_gov,HS_grad,9,Divorced,Exec_managerial,Not_in_family,White,Female,50
22,State_gov,Some_college,10,Never_married,Prof_specialty,Own_child,White,Female,20
57,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40
46,State_gov,HS_grad,9,Married_civ_spouse,Tech_support,Husband,White,Male,40
67,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,35
47,Private,HS_grad,9,Separated,Craft_repair,Own_child,White,Male,40
39,Private,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,40
50,Private,Some_college,10,Divorced,Other_service,Unmarried,Asian_Pac_Islander,Male,40
58,Self_emp_not_inc,12th,8,Divorced,Sales,Not_in_family,White,Female,52
36,Private,Assoc_acdm,12,Married_civ_spouse,Prof_specialty,Wife,White,Female,30
45,Private,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,36
54,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
26,Private,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Male,30
60,Private,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,40
26,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Wife,White,Female,35
32,Private,11th,7,Never_married,Craft_repair,Other_relative,White,Male,40
38,Local_gov,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,40
48,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,70
44,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,45
37,Private,HS_grad,9,Never_married,Other_service,Own_child,Asian_Pac_Islander,Female,40
44,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,40
31,Private,HS_grad,9,Never_married,Other_service,Not_in_family,Other,Female,35
61,Self_emp_not_inc,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,35
51,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40
52,Private,Bachelors,13,Married_civ_spouse,Sales,Wife,White,Female,60
45,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Wife,White,Female,40
39,Private,11th,7,Married_civ_spouse,Other_service,Husband,White,Male,70
67,Local_gov,HS_grad,9,Divorced,Other_service,Not_in_family,White,Female,24
40,State_gov,Assoc_acdm,12,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
27,Private,5th_6th,3,Never_married,Farming_fishing,Not_in_family,White,Male,35
37,Private,1st_4th,2,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
57,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,50
27,Private,10th,6,Divorced,Other_service,Not_in_family,White,Female,40
28,Private,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,48
34,Self_emp_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,60
54,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,50
52,Private,HS_grad,9,Divorced,Other_service,Other_relative,Black,Female,38
42,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,45
48,Private,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,40
65,State_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,35
55,Self_emp_not_inc,Prof_school,15,Married_civ_spouse,Prof_specialty,Wife,White,Female,10
71,Self_emp_inc,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,20
33,Private,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40
30,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40
35,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,55
59,Private,10th,6,Divorced,Adm_clerical,Not_in_family,Black,Female,40
19,Private,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,20
36,Self_emp_not_inc,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,30
26,Self_emp_not_inc,HS_grad,9,Never_married,Sales,Own_child,White,Male,40
34,Local_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,40
41,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,Black,Male,40
44,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,50
47,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,48
18,Private,Some_college,10,Never_married,Sales,Own_child,White,Male,16
55,Self_emp_not_inc,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,18
49,Local_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40
44,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40
43,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,40
62,Private,7th_8th,4,Married_civ_spouse,Protective_serv,Husband,White,Male,40
44,Private,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,Black,Male,40
50,Self_emp_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,60
35,Private,11th,7,Never_married,Sales,Not_in_family,White,Male,45
52,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
46,Private,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,60
44,Private,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,40
43,Private,Some_college,10,Never_married,Exec_managerial,Unmarried,White,Male,50
51,Private,7th_8th,4,Married_civ_spouse,Craft_repair,Husband,White,Male,40
20,Private,Some_college,10,Never_married,Sales,Own_child,White,Male,20
47,Private,Assoc_acdm,12,Married_civ_spouse,Adm_clerical,Wife,White,Female,40
43,Private,Masters,14,Divorced,Exec_managerial,Unmarried,White,Male,50
24,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,40
27,Federal_gov,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,50
32,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,40
37,Private,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,12
26,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,60
50,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Wife,White,Female,40
20,Self_emp_not_inc,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,80
37,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,45
43,Private,HS_grad,9,Never_married,Other_service,Not_in_family,Black,Female,45
37,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,50
53,Private,9th,5,Divorced,Other_service,Not_in_family,White,Female,36
44,Private,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,40
25,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,40
17,Private,11th,7,Never_married,Adm_clerical,Own_child,White,Female,20
19,Private,HS_grad,9,Never_married,Sales,Own_child,White,Male,50
53,State_gov,HS_grad,9,Married_civ_spouse,Exec_managerial,Wife,White,Female,40
44,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,50
51,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40
49,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Wife,White,Female,43
35,Private,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40
44,Private,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,45
54,Private,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,60
37,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,Black,Female,35
18,Private,Some_college,10,Never_married,Other_service,Own_child,White,Female,15
24,Private,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40
29,Private,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Female,50
35,Private,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Male,40
56,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,48
24,Private,Bachelors,13,Never_married,Machine_op_inspct,Not_in_family,Asian_Pac_Islander,Male,45
43,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,40
73,Private,HS_grad,9,Widowed,Sales,Other_relative,White,Female,15
49,Private,12th,8,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,39
38,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,40
31,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40
39,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,Amer_Indian_Eskimo,Female,40
42,Private,Bachelors,13,Divorced,Adm_clerical,Not_in_family,White,Female,40
41,Private,Masters,14,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,45
35,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,45
38,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,45
31,Private,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,40
51,Local_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,70
38,Private,Bachelors,13,Divorced,Sales,Not_in_family,White,Male,48
40,Local_gov,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,42
21,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,30
44,Private,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,40
55,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40
29,Private,HS_grad,9,Divorced,Sales,Not_in_family,White,Male,45
49,Private,Masters,14,Married_civ_spouse,Prof_specialty,Wife,White,Female,50
31,Private,Assoc_voc,11,Married_civ_spouse,Other_service,Husband,White,Male,42
24,Private,Masters,14,Never_married,Exec_managerial,Own_child,White,Male,90
46,Private,Some_college,10,Never_married,Exec_managerial,Not_in_family,Black,Male,40
26,Private,HS_grad,9,Never_married,Sales,Not_in_family,Black,Male,40
35,Private,Bachelors,13,Never_married,Other_service,Not_in_family,White,Male,38
27,Private,Assoc_voc,11,Never_married,Sales,Not_in_family,White,Male,50
64,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,35
26,Private,Bachelors,13,Never_married,Craft_repair,Other_relative,White,Male,40
21,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,16
57,Local_gov,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,72
30,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
45,Private,11th,7,Married_civ_spouse,Other_service,Wife,White,Female,32
50,Private,7th_8th,4,Divorced,Craft_repair,Not_in_family,White,Female,30
38,Private,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Female,40
43,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,60
42,Private,Some_college,10,Widowed,Exec_managerial,Not_in_family,White,Female,55
32,Private,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,40
20,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,40
27,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,35
45,Private,11th,7,Widowed,Adm_clerical,Unmarried,White,Female,40
40,Private,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Female,40
38,Private,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,60
37,Private,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,40
60,Private,10th,6,Divorced,Machine_op_inspct,Not_in_family,White,Female,40
53,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,Black,Male,45
25,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Own_child,White,Female,40
47,Self_emp_not_inc,Bachelors,13,Divorced,Exec_managerial,Not_in_family,Asian_Pac_Islander,Male,60
40,Self_emp_not_inc,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,70
19,Private,Some_college,10,Never_married,Other_service,Own_child,White,Female,10
42,Private,Some_college,10,Married_civ_spouse,Prof_specialty,Wife,White,Female,50
41,Private,Bachelors,13,Divorced,Adm_clerical,Unmarried,White,Female,40
28,Private,10th,6,Never_married,Machine_op_inspct,Own_child,Black,Male,45
46,Private,Masters,14,Divorced,Exec_managerial,Not_in_family,White,Female,50
24,Private,HS_grad,9,Never_married,Handlers_cleaners,Other_relative,Black,Male,40
32,Private,11th,7,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
71,Private,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,20
26,Private,Some_college,10,Married_civ_spouse,Tech_support,Husband,White,Male,40
29,Private,HS_grad,9,Married_spouse_absent,Protective_serv,Not_in_family,White,Male,40
51,Private,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,50
49,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,Black,Female,40
31,Private,10th,6,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
23,Private,11th,7,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
59,Local_gov,HS_grad,9,Widowed,Farming_fishing,Unmarried,White,Male,40
43,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,40
38,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,40
37,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40
29,Private,10th,6,Never_married,Other_service,Own_child,White,Male,40
39,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,50
31,Private,Assoc_acdm,12,Never_married,Adm_clerical,Not_in_family,White,Male,38
42,Local_gov,Bachelors,13,Married_spouse_absent,Prof_specialty,Not_in_family,White,Female,45
35,Local_gov,Masters,14,Married_civ_spouse,Prof_specialty,Wife,White,Female,35
39,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,40
40,Private,Assoc_acdm,12,Divorced,Adm_clerical,Unmarried,White,Female,40
66,Private,5th_6th,3,Married_spouse_absent,Handlers_cleaners,Unmarried,White,Female,40
30,Federal_gov,9th,5,Married_civ_spouse,Tech_support,Husband,White,Male,40
43,Private,Assoc_acdm,12,Divorced,Craft_repair,Not_in_family,White,Male,40
47,Private,9th,5,Never_married,Other_service,Unmarried,White,Female,50
45,Private,Masters,14,Never_married,Adm_clerical,Not_in_family,Asian_Pac_Islander,Female,40
31,Private,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40
33,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40
32,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Male,40
28,Private,Assoc_acdm,12,Married_civ_spouse,Handlers_cleaners,Husband,Black,Male,40
50,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
63,Private,7th_8th,4,Divorced,Sales,Not_in_family,White,Female,40
28,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,40
38,Private,Some_college,10,Widowed,Adm_clerical,Unmarried,Black,Female,40
52,Private,HS_grad,9,Divorced,Other_service,Not_in_family,White,Female,38
38,Self_emp_inc,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,40
41,Private,HS_grad,9,Never_married,Exec_managerial,Not_in_family,White,Male,40
50,State_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,38
59,Private,11th,7,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40
32,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,49
73,Local_gov,7th_8th,4,Married_civ_spouse,Protective_serv,Husband,White,Male,10
52,Self_emp_inc,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Male,38
57,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,60
35,Private,Assoc_voc,11,Married_civ_spouse,Exec_managerial,Husband,White,Male,50
51,Private,Bachelors,13,Married_civ_spouse,Transport_moving,Husband,White,Male,56
22,Private,11th,7,Widowed,Sales,Own_child,Black,Female,35
49,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40
22,Private,HS_grad,9,Never_married,Handlers_cleaners,Own_child,Black,Male,40
46,Local_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40
48,Private,HS_grad,9,Divorced,Craft_repair,Unmarried,White,Female,40
43,State_gov,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,50
25,Private,7th_8th,4,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40
31,Private,7th_8th,4,Never_married,Craft_repair,Not_in_family,White,Male,40
19,Private,Some_college,10,Never_married,Sales,Own_child,White,Male,36
51,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,84
51,Private,Bachelors,13,Divorced,Exec_managerial,Unmarried,White,Male,40
37,Local_gov,HS_grad,9,Divorced,Adm_clerical,Unmarried,Black,Female,35
19,Private,Some_college,10,Never_married,Sales,Own_child,White,Female,30
45,Private,HS_grad,9,Divorced,Transport_moving,Unmarried,White,Female,55
21,State_gov,Some_college,10,Never_married,Other_service,Own_child,White,Male,10
52,Private,HS_grad,9,Widowed,Sales,Not_in_family,White,Female,40
46,Local_gov,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,24
42,State_gov,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,38
56,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,40
23,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,40
58,Private,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,40
70,Private,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,30
30,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Male,40
45,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,Asian_Pac_Islander,Male,40
23,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,44
34,Local_gov,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,40
