education,education_num,occupation,hours_per_week,label
7th_8th,4,Craft_repair,25,0
HS_grad,9,Adm_clerical,35,0
Bachelors,13,Adm_clerical,40,0
Some_college,10,Prof_specialty,20,0
Some_college,10,Craft_repair,50,1
HS_grad,9,Other_service,50,0
Bachelors,13,Prof_specialty,50,1
HS_grad,9,Other_service,30,0
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Other_service,40,0
Masters,14,Craft_repair,50,1
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Exec_managerial,50,0
HS_grad,9,Other_service,40,0
HS_grad,9,Other_service,40,0
HS_grad,9,Transport_moving,40,0
Preschool,1,Farming_fishing,40,0
Bachelors,13,Adm_clerical,45,1
HS_grad,9,Transport_moving,44,1
Some_college,10,Exec_managerial,40,0
Bachelors,13,Adm_clerical,40,0
HS_grad,9,Machine_op_inspct,40,0
Assoc_voc,11,Prof_specialty,40,0
HS_grad,9,Craft_repair,40,1
10th,6,Other_service,25,0
Bachelors,13,Sales,65,1
Bachelors,13,Prof_specialty,40,1
Masters,14,Prof_specialty,40,1
Bachelors,13,Exec_managerial,50,1
HS_grad,9,Other_service,20,0
Masters,14,Exec_managerial,40,1
Some_college,10,Craft_repair,70,0
9th,5,Other_service,40,0
Some_college,10,Other_service,40,0
10th,6,Adm_clerical,39,0
Bachelors,13,Tech_support,40,1
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Tech_support,30,0
Assoc_voc,11,Farming_fishing,60,0
Some_college,10,Tech_support,20,0
Prof_school,15,Prof_specialty,50,0
HS_grad,9,Machine_op_inspct,56,0
Some_college,10,Sales,40,1
Bachelors,13,Prof_specialty,40,1
Masters,14,Prof_specialty,50,0
Masters,14,Exec_managerial,40,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Sales,40,0
Some_college,10,Protective_serv,50,1
HS_grad,9,Farming_fishing,40,0
Bachelors,13,Exec_managerial,60,0
HS_grad,9,Sales,55,0
HS_grad,9,Exec_managerial,40,0
Assoc_acdm,12,Sales,25,0
HS_grad,9,Farming_fishing,20,0
HS_grad,9,Sales,45,1
Assoc_voc,11,Transport_moving,50,0
Masters,14,Sales,6,0
Doctorate,16,Prof_specialty,35,1
Some_college,10,Transport_moving,40,0
9th,5,Craft_repair,40,0
HS_grad,9,Sales,40,1
5th_6th,3,Other_service,40,0
Assoc_voc,11,Tech_support,10,0
Some_college,10,Adm_clerical,25,0
Assoc_acdm,12,Sales,48,0
9th,5,Craft_repair,15,0
Bachelors,13,Prof_specialty,44,0
HS_grad,9,Tech_support,30,0
Bachelors,13,Prof_specialty,45,1
Some_college,10,Adm_clerical,20,0
7th_8th,4,Farming_fishing,40,0
Bachelors,13,Tech_support,40,1
HS_grad,9,Machine_op_inspct,32,0
HS_grad,9,Other_service,40,0
Assoc_voc,11,Other_service,40,1
HS_grad,9,Craft_repair,40,0
HS_grad,9,Transport_moving,50,1
Assoc_voc,11,Adm_clerical,40,0
HS_grad,9,Tech_support,89,0
Doctorate,16,Prof_specialty,60,1
11th,7,Machine_op_inspct,40,0
HS_grad,9,Handlers_cleaners,40,0
Some_college,10,Other_service,25,0
Masters,14,Prof_specialty,40,1
Some_college,10,Exec_managerial,50,0
HS_grad,9,Handlers_cleaners,44,0
Some_college,10,Adm_clerical,38,0
Some_college,10,Craft_repair,40,0
HS_grad,9,Craft_repair,40,0
Masters,14,Prof_specialty,50,1
HS_grad,9,Sales,60,1
10th,6,Machine_op_inspct,30,0
HS_grad,9,Sales,40,0
Some_college,10,Sales,60,0
Assoc_acdm,12,Prof_specialty,32,0
Some_college,10,Craft_repair,40,0
HS_grad,9,Adm_clerical,40,0
Prof_school,15,Prof_specialty,60,1
Some_college,10,Adm_clerical,10,0
HS_grad,9,Machine_op_inspct,48,0
Bachelors,13,Other_service,40,0
Bachelors,13,Exec_managerial,40,0
Bachelors,13,Prof_specialty,8,0
Some_college,10,Adm_clerical,15,0
Bachelors,13,Prof_specialty,35,0
HS_grad,9,Craft_repair,47,0
Some_college,10,Machine_op_inspct,55,1
HS_grad,9,Adm_clerical,60,0
HS_grad,9,Machine_op_inspct,40,0
Bachelors,13,Prof_specialty,45,0
Some_college,10,Other_service,75,0
Assoc_acdm,12,Adm_clerical,40,0
Some_college,10,Exec_managerial,30,0
Bachelors,13,Exec_managerial,40,1
Masters,14,Prof_specialty,55,0
HS_grad,9,Other_service,20,0
Some_college,10,Farming_fishing,44,0
Some_college,10,Sales,30,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Sales,36,0
Bachelors,13,Prof_specialty,40,0
Bachelors,13,Prof_specialty,40,1
Some_college,10,Farming_fishing,50,0
HS_grad,9,Machine_op_inspct,35,0
HS_grad,9,Adm_clerical,45,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Adm_clerical,37,1
7th_8th,4,Tech_support,40,0
Bachelors,13,Tech_support,45,0
Bachelors,13,Prof_specialty,32,1
Prof_school,15,Prof_specialty,55,1
Some_college,10,Sales,40,0
Some_college,10,Craft_repair,50,1
7th_8th,4,Sales,45,0
Bachelors,13,Exec_managerial,38,1
Some_college,10,Machine_op_inspct,40,1
Some_college,10,Adm_clerical,40,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Protective_serv,60,0
11th,7,Craft_repair,40,0
HS_grad,9,Transport_moving,60,0
Bachelors,13,Protective_serv,40,1
Some_college,10,Craft_repair,45,1
HS_grad,9,Other_service,30,0
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Prof_specialty,20,0
Doctorate,16,Adm_clerical,40,0
HS_grad,9,Tech_support,40,0
HS_grad,9,Sales,40,1
HS_grad,9,Sales,40,0
Assoc_voc,11,Craft_repair,46,0
HS_grad,9,Sales,40,0
Some_college,10,Adm_clerical,20,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Handlers_cleaners,20,0
Bachelors,13,Sales,30,0
HS_grad,9,Machine_op_inspct,40,0
Some_college,10,Sales,40,0
HS_grad,9,Tech_support,40,0
Some_college,10,Adm_clerical,30,0
HS_grad,9,Other_service,40,0
Bachelors,13,Protective_serv,40,0
10th,6,Transport_moving,40,0
Some_college,10,Adm_clerical,40,0
Bachelors,13,Prof_specialty,40,0
Assoc_voc,11,Other_service,40,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Handlers_cleaners,40,0
Bachelors,13,Tech_support,40,0
Bachelors,13,Adm_clerical,40,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Other_service,40,0
Bachelors,13,Transport_moving,40,0
HS_grad,9,Farming_fishing,50,0
Assoc_voc,11,Exec_managerial,40,0
Some_college,10,Protective_serv,40,1
Some_college,10,Craft_repair,40,0
11th,7,Handlers_cleaners,12,0
Bachelors,13,Sales,48,0
11th,7,Machine_op_inspct,40,0
HS_grad,9,Tech_support,40,0
HS_grad,9,Adm_clerical,45,0
HS_grad,9,Craft_repair,40,0
Prof_school,15,Prof_specialty,72,1
HS_grad,9,Sales,40,0
Some_college,10,Sales,20,0
Assoc_acdm,12,Sales,60,1
HS_grad,9,Sales,40,0
Assoc_acdm,12,Exec_managerial,60,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Prof_specialty,50,1
Bachelors,13,Prof_specialty,40,1
10th,6,Sales,40,0
Some_college,10,Craft_repair,46,1
Prof_school,15,Prof_specialty,50,1
Some_college,10,Other_service,60,0
Some_college,10,Exec_managerial,40,1
Bachelors,13,Protective_serv,40,1
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Exec_managerial,32,0
Doctorate,16,Exec_managerial,40,1
HS_grad,9,Exec_managerial,60,0
HS_grad,9,Craft_repair,40,0
Doctorate,16,Prof_specialty,35,0
HS_grad,9,Sales,38,0
HS_grad,9,Other_service,40,0
HS_grad,9,Sales,40,0
HS_grad,9,Craft_repair,40,0
Bachelors,13,Prof_specialty,45,0
Masters,14,Prof_specialty,40,1
HS_grad,9,Exec_managerial,42,1
HS_grad,9,Other_service,40,1
HS_grad,9,Machine_op_inspct,40,0
Some_college,10,Adm_clerical,40,0
Bachelors,13,Exec_managerial,55,1
Bachelors,13,Sales,40,0
11th,7,Other_service,40,0
HS_grad,9,Transport_moving,40,1
Assoc_acdm,12,Adm_clerical,35,0
Doctorate,16,Exec_managerial,55,1
HS_grad,9,Prof_specialty,45,0
Some_college,10,Other_service,30,0
HS_grad,9,Craft_repair,40,1
1st_4th,2,Prof_specialty,40,0
HS_grad,9,Transport_moving,30,0
Bachelors,13,Tech_support,45,0
Bachelors,13,Prof_specialty,40,0
Assoc_voc,11,Exec_managerial,40,1
Bachelors,13,Prof_specialty,40,0
Bachelors,13,Craft_repair,40,0
7th_8th,4,Machine_op_inspct,60,0
HS_grad,9,Exec_managerial,40,1
HS_grad,9,Other_service,8,0
HS_grad,9,Machine_op_inspct,40,0
11th,7,Transport_moving,20,0
Bachelors,13,Prof_specialty,50,0
HS_grad,9,Craft_repair,35,0
HS_grad,9,Priv_house_serv,15,0
Some_college,10,Adm_clerical,20,0
Masters,14,Sales,48,1
HS_grad,9,Sales,30,0
1st_4th,2,Machine_op_inspct,40,0
Doctorate,16,Prof_specialty,40,0
7th_8th,4,Machine_op_inspct,40,0
Bachelors,13,Prof_specialty,48,0
HS_grad,9,Machine_op_inspct,40,0
Some_college,10,Other_service,40,0
Assoc_acdm,12,Protective_serv,38,0
7th_8th,4,Machine_op_inspct,35,0
HS_grad,9,Adm_clerical,50,0
Masters,14,Protective_serv,40,0
HS_grad,9,Handlers_cleaners,25,0
HS_grad,9,Exec_managerial,40,0
Some_college,10,Sales,20,0
10th,6,Craft_repair,45,0
Assoc_voc,11,Craft_repair,40,0
Some_college,10,Sales,40,1
Prof_school,15,Prof_specialty,70,1
Some_college,10,Exec_managerial,60,0
Some_college,10,Craft_repair,55,1
Some_college,10,Protective_serv,40,0
Some_college,10,Craft_repair,50,1
10th,6,Transport_moving,30,1
Some_college,10,Machine_op_inspct,40,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Other_service,15,0
Bachelors,13,Adm_clerical,40,0
Some_college,10,Protective_serv,55,0
HS_grad,9,Craft_repair,40,1
Masters,14,Prof_specialty,50,1
Assoc_acdm,12,Adm_clerical,24,0
Some_college,10,Transport_moving,55,1
Assoc_acdm,12,Tech_support,40,0
10th,6,Craft_repair,40,0
Bachelors,13,Adm_clerical,40,0
Masters,14,Prof_specialty,35,1
11th,7,Handlers_cleaners,12,0
12th,8,Other_service,10,0
Some_college,10,Exec_managerial,40,1
10th,6,Other_service,32,0
Some_college,10,Adm_clerical,40,0
11th,7,Sales,40,0
7th_8th,4,Transport_moving,25,0
Some_college,10,Tech_support,40,1
Some_college,10,Other_service,50,0
Some_college,10,Transport_moving,35,0
Bachelors,13,Prof_specialty,40,0
Prof_school,15,Prof_specialty,50,1
Some_college,10,Protective_serv,40,0
Some_college,10,Exec_managerial,58,0
HS_grad,9,Craft_repair,45,0
HS_grad,9,Protective_serv,48,0
HS_grad,9,Exec_managerial,35,1
Some_college,10,Other_service,36,1
Some_college,10,Other_service,24,0
HS_grad,9,Tech_support,40,0
Some_college,10,Protective_serv,57,1
Some_college,10,Prof_specialty,25,0
Some_college,10,Machine_op_inspct,45,0
HS_grad,9,Machine_op_inspct,50,1
HS_grad,9,Machine_op_inspct,40,0
Bachelors,13,Farming_fishing,50,1
Some_college,10,Other_service,60,0
HS_grad,9,Farming_fishing,40,0
Some_college,10,Adm_clerical,35,0
Bachelors,13,Craft_repair,45,0
HS_grad,9,Transport_moving,40,0
Assoc_voc,11,Sales,37,0
Some_college,10,Prof_specialty,40,0
Assoc_acdm,12,Sales,40,1
HS_grad,9,Craft_repair,35,0
10th,6,Craft_repair,45,0
Some_college,10,Craft_repair,30,0
Masters,14,Prof_specialty,50,0
Masters,14,Prof_specialty,22,0
HS_grad,9,Other_service,35,0
Some_college,10,Sales,40,0
Assoc_acdm,12,Sales,60,0
Some_college,10,Exec_managerial,40,1
HS_grad,9,Other_service,50,1
Assoc_acdm,12,Adm_clerical,40,0
HS_grad,9,Adm_clerical,20,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Exec_managerial,40,0
Bachelors,13,Prof_specialty,40,1
Some_college,10,Handlers_cleaners,30,0
Bachelors,13,Tech_support,40,0
Some_college,10,Other_service,30,0
Masters,14,Prof_specialty,55,1
Some_college,10,Sales,40,0
Some_college,10,Handlers_cleaners,25,0
HS_grad,9,Transport_moving,44,1
Bachelors,13,Adm_clerical,23,0
Masters,14,Exec_managerial,50,1
Some_college,10,Sales,15,0
Some_college,10,Other_service,40,1
Bachelors,13,Adm_clerical,10,0
HS_grad,9,Adm_clerical,20,0
Bachelors,13,Exec_managerial,50,1
9th,5,Craft_repair,50,0
Assoc_acdm,12,Other_service,40,0
Some_college,10,Farming_fishing,50,0
Some_college,10,Handlers_cleaners,40,0
HS_grad,9,Other_service,30,0
Masters,14,Prof_specialty,40,0
10th,6,Handlers_cleaners,40,0
HS_grad,9,Tech_support,30,0
Some_college,10,Tech_support,45,1
Some_college,10,Adm_clerical,40,0
Bachelors,13,Adm_clerical,30,0
HS_grad,9,Other_service,40,0
Some_college,10,Adm_clerical,20,0
5th_6th,3,Machine_op_inspct,40,1
Bachelors,13,Prof_specialty,36,0
11th,7,Other_service,40,0
HS_grad,9,Transport_moving,60,1
Assoc_acdm,12,Craft_repair,40,0
Assoc_acdm,12,Exec_managerial,40,0
HS_grad,9,Sales,60,0
HS_grad,9,Craft_repair,50,0
HS_grad,9,Exec_managerial,40,0
HS_grad,9,Protective_serv,30,0
HS_grad,9,Sales,8,0
Some_college,10,Adm_clerical,38,0
HS_grad,9,Adm_clerical,20,1
11th,7,Sales,20,0
Assoc_voc,11,Exec_managerial,40,0
Some_college,10,Sales,35,0
11th,7,Machine_op_inspct,40,0
5th_6th,3,Other_service,40,0
Bachelors,13,Craft_repair,45,1
Some_college,10,Adm_clerical,20,0
HS_grad,9,Adm_clerical,35,0
Masters,14,Adm_clerical,40,1
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Other_service,40,0
Bachelors,13,Protective_serv,45,1
Some_college,10,Exec_managerial,40,1
HS_grad,9,Priv_house_serv,40,0
Masters,14,Exec_managerial,48,1
HS_grad,9,Other_service,35,0
Some_college,10,Prof_specialty,40,0
Assoc_voc,11,Prof_specialty,42,0
10th,6,Other_service,40,0
Bachelors,13,Adm_clerical,40,0
Some_college,10,Adm_clerical,45,0
12th,8,Handlers_cleaners,40,1
Some_college,10,Adm_clerical,40,0
HS_grad,9,Other_service,45,0
Some_college,10,Craft_repair,25,0
10th,6,Sales,40,0
HS_grad,9,Protective_serv,55,0
HS_grad,9,Other_service,40,0
9th,5,Other_service,15,0
HS_grad,9,Adm_clerical,40,0
Masters,14,Prof_specialty,45,1
Bachelors,13,Prof_specialty,40,0
Assoc_voc,11,Machine_op_inspct,50,0
Masters,14,Prof_specialty,52,0
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Other_service,25,0
HS_grad,9,Transport_moving,40,1
Prof_school,15,Prof_specialty,50,0
Some_college,10,Craft_repair,40,1
Bachelors,13,Adm_clerical,40,0
HS_grad,9,Transport_moving,40,0
Bachelors,13,Sales,60,1
HS_grad,9,Exec_managerial,40,1
Some_college,10,Adm_clerical,70,1
Some_college,10,Farming_fishing,60,0
Bachelors,13,Exec_managerial,70,0
Some_college,10,Other_service,40,0
Doctorate,16,Prof_specialty,40,1
10th,6,Handlers_cleaners,40,0
Assoc_acdm,12,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Craft_repair,40,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Transport_moving,32,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Transport_moving,20,0
Bachelors,13,Prof_specialty,45,1
11th,7,Handlers_cleaners,40,0
5th_6th,3,Other_service,40,0
Bachelors,13,Prof_specialty,48,0
Assoc_acdm,12,Craft_repair,40,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Machine_op_inspct,45,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Machine_op_inspct,40,0
11th,7,Other_service,27,0
10th,6,Craft_repair,8,0
Some_college,10,Farming_fishing,80,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Tech_support,60,1
Some_college,10,Exec_managerial,25,0
Bachelors,13,Prof_specialty,40,1
Masters,14,Prof_specialty,45,1
HS_grad,9,Exec_managerial,40,0
Assoc_acdm,12,Tech_support,40,0
Bachelors,13,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,1
Some_college,10,Adm_clerical,50,0
HS_grad,9,Machine_op_inspct,40,0
12th,8,Sales,40,0
Assoc_acdm,12,Protective_serv,20,0
HS_grad,9,Craft_repair,40,0
11th,7,Handlers_cleaners,40,0
Masters,14,Prof_specialty,36,1
Some_college,10,Exec_managerial,45,0
Some_college,10,Exec_managerial,40,0
Some_college,10,Exec_managerial,40,0
11th,7,Sales,50,0
HS_grad,9,Other_service,40,0
HS_grad,9,Other_service,30,0
HS_grad,9,Adm_clerical,40,1
Some_college,10,Exec_managerial,40,0
Bachelors,13,Exec_managerial,42,0
Masters,14,Exec_managerial,40,1
Bachelors,13,Exec_managerial,50,0
HS_grad,9,Sales,50,1
Prof_school,15,Prof_specialty,45,1
Bachelors,13,Sales,52,1
HS_grad,9,Adm_clerical,40,0
Some_college,10,Sales,40,0
HS_grad,9,Transport_moving,40,0
HS_grad,9,Transport_moving,30,0
Assoc_voc,11,Sales,60,0
10th,6,Craft_repair,40,0
Bachelors,13,Tech_support,40,0
11th,7,Other_service,15,0
HS_grad,9,Farming_fishing,40,0
Bachelors,13,Exec_managerial,50,1
HS_grad,9,Adm_clerical,40,0
Some_college,10,Adm_clerical,25,0
Assoc_voc,11,Prof_specialty,50,0
Some_college,10,Craft_repair,40,0
Assoc_voc,11,Adm_clerical,50,0
HS_grad,9,Handlers_cleaners,80,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Sales,50,0
Some_college,10,Handlers_cleaners,40,0
HS_grad,9,Adm_clerical,25,0
11th,7,Adm_clerical,20,0
HS_grad,9,Sales,55,0
Bachelors,13,Prof_specialty,30,0
Bachelors,13,Prof_specialty,40,0
7th_8th,4,Machine_op_inspct,50,1
HS_grad,9,Machine_op_inspct,44,1
Some_college,10,Sales,40,0
Bachelors,13,Prof_specialty,40,0
11th,7,Craft_repair,40,0
Some_college,10,Tech_support,43,0
Some_college,10,Exec_managerial,45,0
Some_college,10,Prof_specialty,24,0
HS_grad,9,Other_service,15,0
Masters,14,Exec_managerial,45,1
HS_grad,9,Transport_moving,40,0
Some_college,10,Prof_specialty,40,0
HS_grad,9,Sales,55,0
Bachelors,13,Sales,50,0
Some_college,10,Exec_managerial,40,0
HS_grad,9,Transport_moving,45,0
Bachelors,13,Machine_op_inspct,80,0
HS_grad,9,Transport_moving,50,0
Some_college,10,Adm_clerical,40,0
Some_college,10,Machine_op_inspct,32,0
HS_grad,9,Farming_fishing,50,0
9th,5,Machine_op_inspct,40,0
12th,8,Other_service,35,1
HS_grad,9,Transport_moving,40,0
11th,7,Other_service,37,0
HS_grad,9,Exec_managerial,20,0
HS_grad,9,Other_service,35,0
HS_grad,9,Adm_clerical,41,0
HS_grad,9,Machine_op_inspct,28,0
Masters,14,Exec_managerial,35,1
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Handlers_cleaners,40,0
Bachelors,13,Adm_clerical,40,1
Some_college,10,Adm_clerical,40,0
7th_8th,4,Craft_repair,40,0
Some_college,10,Adm_clerical,15,0
HS_grad,9,Adm_clerical,20,0
10th,6,Handlers_cleaners,50,0
HS_grad,9,Sales,40,0
Some_college,10,Exec_managerial,65,0
9th,5,Craft_repair,40,0
10th,6,Other_service,40,0
Some_college,10,Adm_clerical,40,0
Bachelors,13,Prof_specialty,50,0
HS_grad,9,Craft_repair,40,1
Some_college,10,Other_service,35,0
7th_8th,4,Machine_op_inspct,40,0
Some_college,10,Exec_managerial,65,1
HS_grad,9,Farming_fishing,40,0
Some_college,10,Exec_managerial,10,1
9th,5,Other_service,40,0
HS_grad,9,Transport_moving,44,1
11th,7,Craft_repair,40,0
Some_college,10,Other_service,40,0
HS_grad,9,Machine_op_inspct,40,1
Some_college,10,Sales,40,1
11th,7,Sales,60,0
Some_college,10,Craft_repair,40,0
11th,7,Sales,10,0
HS_grad,9,Craft_repair,43,0
Bachelors,13,Prof_specialty,40,0
Assoc_acdm,12,Other_service,25,0
Some_college,10,Sales,40,0
HS_grad,9,Prof_specialty,60,1
HS_grad,9,Other_service,40,0
Bachelors,13,Prof_specialty,40,0
Some_college,10,Sales,40,0
12th,8,Sales,20,0
Bachelors,13,Exec_managerial,50,0
HS_grad,9,Machine_op_inspct,40,0
Assoc_voc,11,Adm_clerical,40,0
Masters,14,Prof_specialty,15,0
10th,6,Other_service,60,0
Some_college,10,Handlers_cleaners,40,0
HS_grad,9,Farming_fishing,30,0
HS_grad,9,Tech_support,75,0
Masters,14,Prof_specialty,40,1
HS_grad,9,Exec_managerial,50,0
Bachelors,13,Prof_specialty,40,1
Assoc_acdm,12,Machine_op_inspct,40,1
Some_college,10,Craft_repair,56,0
Some_college,10,Craft_repair,44,1
HS_grad,9,Other_service,24,0
Bachelors,13,Protective_serv,97,1
Assoc_voc,11,Adm_clerical,40,1
Assoc_voc,11,Exec_managerial,40,0
Bachelors,13,Sales,52,1
Some_college,10,Other_service,35,0
Some_college,10,Exec_managerial,40,0
HS_grad,9,Transport_moving,40,0
HS_grad,9,Adm_clerical,55,0
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Farming_fishing,70,0
Doctorate,16,Prof_specialty,45,1
Some_college,10,Craft_repair,50,0
Masters,14,Prof_specialty,40,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Exec_managerial,50,1
Some_college,10,Exec_managerial,50,1
Some_college,10,Craft_repair,47,1
7th_8th,4,Craft_repair,40,0
Some_college,10,Tech_support,40,1
Bachelors,13,Tech_support,40,1
HS_grad,9,Machine_op_inspct,40,0
Masters,14,Exec_managerial,60,1
HS_grad,9,Protective_serv,40,0
Some_college,10,Adm_clerical,12,0
HS_grad,9,Sales,25,0
5th_6th,3,Craft_repair,40,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Craft_repair,37,0
Bachelors,13,Exec_managerial,45,0
Bachelors,13,Prof_specialty,40,1
Bachelors,13,Prof_specialty,58,0
Some_college,10,Prof_specialty,25,0
HS_grad,9,Sales,40,0
HS_grad,9,Adm_clerical,40,0
Masters,14,Prof_specialty,60,1
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Other_service,55,1
HS_grad,9,Adm_clerical,25,0
Some_college,10,Exec_managerial,50,1
Some_college,10,Adm_clerical,24,0
Masters,14,Prof_specialty,66,0
Bachelors,13,Exec_managerial,60,1
12th,8,Handlers_cleaners,20,0
Some_college,10,Prof_specialty,40,0
HS_grad,9,Machine_op_inspct,50,0
Some_college,10,Sales,45,0
Some_college,10,Handlers_cleaners,24,0
Some_college,10,Exec_managerial,52,0
12th,8,Adm_clerical,40,0
1st_4th,2,Prof_specialty,21,0
HS_grad,9,Handlers_cleaners,24,0
Prof_school,15,Tech_support,50,1
Some_college,10,Tech_support,40,1
Some_college,10,Other_service,30,0
HS_grad,9,Sales,60,0
HS_grad,9,Other_service,40,0
Some_college,10,Craft_repair,30,0
Some_college,10,Other_service,40,0
1st_4th,2,Craft_repair,40,0
7th_8th,4,Other_service,60,1
9th,5,Other_service,40,0
HS_grad,9,Other_service,8,0
Some_college,10,Adm_clerical,37,0
Some_college,10,Craft_repair,50,0
Some_college,10,Priv_house_serv,30,0
Bachelors,13,Exec_managerial,40,0
9th,5,Adm_clerical,40,0
Bachelors,13,Tech_support,40,0
HS_grad,9,Machine_op_inspct,40,0
11th,7,Sales,8,0
11th,7,Other_service,16,0
11th,7,Handlers_cleaners,40,0
Some_college,10,Tech_support,60,1
10th,6,Handlers_cleaners,40,0
HS_grad,9,Adm_clerical,52,0
HS_grad,9,Other_service,40,0
Assoc_acdm,12,Sales,30,0
HS_grad,9,Other_service,20,0
9th,5,Craft_repair,40,0
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Sales,55,0
5th_6th,3,Other_service,40,0
10th,6,Handlers_cleaners,40,0
Some_college,10,Protective_serv,40,0
Some_college,10,Prof_specialty,45,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Machine_op_inspct,40,0
Some_college,10,Farming_fishing,8,0
HS_grad,9,Other_service,40,0
Doctorate,16,Exec_managerial,45,1
Bachelors,13,Exec_managerial,40,0
11th,7,Other_service,15,0
Bachelors,13,Exec_managerial,50,0
HS_grad,9,Machine_op_inspct,40,0
Bachelors,13,Sales,50,0
Assoc_voc,11,Farming_fishing,55,0
HS_grad,9,Handlers_cleaners,40,1
Masters,14,Protective_serv,40,1
11th,7,Farming_fishing,40,0
Prof_school,15,Exec_managerial,60,1
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Machine_op_inspct,20,0
Assoc_voc,11,Prof_specialty,40,0
Some_college,10,Tech_support,20,0
Some_college,10,Adm_clerical,36,0
Assoc_acdm,12,Prof_specialty,40,0
HS_grad,9,Craft_repair,40,0
Bachelors,13,Tech_support,40,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Other_service,30,0
Bachelors,13,Prof_specialty,40,0
Bachelors,13,Adm_clerical,50,1
Some_college,10,Sales,30,0
HS_grad,9,Other_service,60,0
Assoc_acdm,12,Sales,40,0
Bachelors,13,Exec_managerial,40,1
HS_grad,9,Other_service,40,1
Some_college,10,Sales,54,1
Some_college,10,Sales,40,0
HS_grad,9,Farming_fishing,85,0
Assoc_acdm,12,Prof_specialty,78,0
Bachelors,13,Exec_managerial,40,1
Some_college,10,Adm_clerical,40,0
11th,7,Adm_clerical,58,0
Bachelors,13,Exec_managerial,50,0
Some_college,10,Other_service,40,0
HS_grad,9,Prof_specialty,45,0
Bachelors,13,Prof_specialty,45,1
HS_grad,9,Sales,36,0
Some_college,10,Sales,60,0
Some_college,10,Craft_repair,40,0
HS_grad,9,Protective_serv,40,0
Assoc_acdm,12,Handlers_cleaners,40,0
Masters,14,Tech_support,40,1
Some_college,10,Exec_managerial,12,0
Some_college,10,Craft_repair,50,0
Masters,14,Prof_specialty,44,0
Some_college,10,Exec_managerial,40,0
HS_grad,9,Craft_repair,43,1
Some_college,10,Exec_managerial,42,1
Some_college,10,Sales,43,1
HS_grad,9,Sales,40,0
HS_grad,9,Craft_repair,44,1
Bachelors,13,Prof_specialty,50,1
10th,6,Adm_clerical,40,0
Some_college,10,Exec_managerial,40,1
Assoc_acdm,12,Sales,40,0
Bachelors,13,Machine_op_inspct,50,1
HS_grad,9,Exec_managerial,50,0
Assoc_voc,11,Prof_specialty,40,0
HS_grad,9,Craft_repair,40,1
Masters,14,Sales,40,0
Some_college,10,Adm_clerical,40,0
HS_grad,9,Craft_repair,35,0
Some_college,10,Adm_clerical,30,0
Bachelors,13,Protective_serv,50,1
Some_college,10,Other_service,40,0
HS_grad,9,Prof_specialty,40,1
HS_grad,9,Adm_clerical,40,0
Some_college,10,Prof_specialty,35,0
Some_college,10,Farming_fishing,50,0
Some_college,10,Farming_fishing,50,0
Assoc_acdm,12,Prof_specialty,40,0
Masters,14,Prof_specialty,40,0
11th,7,Craft_repair,40,0
Some_college,10,Protective_serv,48,0
Masters,14,Prof_specialty,38,0
Some_college,10,Craft_repair,80,0
HS_grad,9,Craft_repair,55,0
HS_grad,9,Exec_managerial,60,0
HS_grad,9,Craft_repair,35,0
